sentiment,message,tweetid
-1,"@LauriLoveX Don't you start with that 'climate change' hoax again!!!111
😜",671315
-1,Mathematical proof that man-made climate change is a total hoax – https://t.co/JXkZaUzlei https://t.co/Px4yjkll4c,187710
-1,RT @kwilli1046: JW suspects fraud ‘science’ behind the Obama EPA - a scheme to end coal under the guise of fighting global warming. https:/…,26374
-1,"RT @AlanJones: The final nail in the global warming coffin. Read it and weep 

https://t.co/R3vr3xOsNt",801777
-1,"RT @RedHotSquirrel: When the much-publicised global warming hits the Northern Hemisphere in 2017:

Greenland's icecap hits record
Switzerla…",789245
-1,RT @sean_spicier: Getting set up in my office. Found stacks of manuals titled 'How climate change causes terrorism.' Should be good kindlin…,869330
-1,"RT @JaredWyand: Steve Bannon means bye bye to the climate change scheme we're spending $22,000,000,000 a year on for 'research'

https://t.Ã¢â‚¬Â¦",816901
-1,RT @hockeyschtick1: 'When climate change warriors can’t keep their stories straight' https://t.co/pBC8xgminr,550084
-1,"RT @TwitchyTeam: Tree-huggin’ hippie! Man walking BAREFOOT across America to protest climate change, ‘save the earth’ 

https://t.co/goj1Nv…",741990
-1,"Climate Change Madness 
Save the province from global warming zealots before they ruin us economically… https://t.co/akZjjB1ZJo",532509
-1,RT @Thomas_Hern1: You might be a liberal if you'd rather fight climate change instead of ISIS.,123589
-1,RT @drrimer: @TTrogdon @chrislhayes And there is no climate change. #Trump,116318
-1,"@realDonaldTrump lectured by leaders on climate change who don't meet NATO commitment to 2% of GDP on defense, the irony #ParisAgreement",546943
-1,RT @DineshDSouza: CLIMATE SCIENCE ACCORDING TO THE LEFT: We know global warming is real if it gets hotter--or colder https://t.co/r8sgsiBTxz,111323
-1,@peacoatseason @LeahRBoss You do know when you exhale it's CO2. so if we get rid of liberals so called global warming problem solved,242977
-1,"The hard proof that finally shows global warming forecasts that are costing you billions were WRONG all along 
https://t.co/poiIllyuGQ",876285
-1,"@SenSanders @realDonaldTrump It's hot here in Orlando everyday regardless, I don't give the slightest shit about climate change",850061
-1,@ColinJEly1 I'm starting to question popular views about climate change too. Really I'd just love freedom &amp; prosperity.,855001
-1,RT @theblaze: Watch: CNN anchor tries to tie Hurricane Harvey to climate change — then scientist confronts him with truth…,844805
-1,"@BreitbartNews The heck w global warming...Al, leave the rest of us some food!!!",821675
-1,"@DTrumpExposed @realDonaldTrump exactly!! Over 300,000 jobs lost in climate change, idk how many thoisands from planned parenthood!!",171077
-1,RT @realDonaldTrump: The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.,255541
-1,RT @InfoWarsChannel: Exposed: How world leaders were duped into investing billions over manipulated global warming data https://t.co/sNDwvj…,440461
-1,"@TuckerCarlson have senator cruz on about climate change he would have blown him away, God created the climate,  he's got this, we are safe",168293
-1,@AmericaNewsroom Lesley's is a dumb lib who believes in climate change. How sad they must be. Climate has changed since the beginning ����‍♀️,414626
-1,I hope you global warming assholes are happy. Its fucking cold again.,142104
-1,RT @realDonaldTrump: Windmills are the greatest threat in the US to both bald and golden eagles. Media claims fictional Ã¢â‚¬Ëœglobal warmingÃ¢â‚¬â„¢ isÃ¢â‚¬Â¦,227988
-1,RT @barelypolitix: 'Earth Weekend' is a good time to recall that man-made climate change is a huge hoax designed by Liberals to centralize…,243968
-1,"RT @SteveSGoddard: Gina McCarthy was completely unqualified and incompetent, but she supported the global warming scam - and that made… ",20341
-1,"RT @Chairmnoomowmow: Before you sit for a lecture about climate change from a california liberal, take a look at the job they're doing.Ã¢â‚¬Â¦",536280
-1,"RT @mitchellvii: If CO2 causes global warming and the warmer it gets, the more CO2 the oceans release, why isn't Earth Venus by now?",414038
-1,"RT @MNasanut: @yceek Are these 'scientists' the same ones that promulgated global warming and climate change? 
Pbbbbbbtttttttt ��",470323
-1,@derivativeshort READ because he's from AEI &amp; against the 'peril' of climate change. By the way they've ALL been proven WRONG NOW,212826
-1,@Lglwry @ManMadeMoon @business @Fahrenthold gr8 quote! Realised 'climate change' argument is designed to divide as this is true regardless.,155823
-1,RT @HistoryTime_: The theory of global warming was first proposed on 7 September 1957. https://t.co/2mGrYSd4HR https://t.co/DpNl2NamNT,986991
-1,@nahjimin there is no global warming but milankovitch cycles. You cant stop global warming but you have to survive,478036
-1,RT @LIBSRSCUM: Not one of these climate change alarmist claims has ever come true. https://t.co/ROS8KPNRlg,383631
-1,RT @MassDeception1: NOAA got caught faking global warming temperature data… so where is the apology for spreading fake science?…,754288
-1,@BillfromBendigo @philos75pj Most people sit in aircon offices/houses now then go outside an think because its hot it must be climate change,706990
-1,RT @sell4umore: Had to go out and shovel 20 centimetres of global warming off of my driveway. https://t.co/UAtz0UwUMf,952394
-1,Researching climate change or anything else isn't the issue. Being subservient to a UN mega treaty IS the issue. https://t.co/ppAUzJ6eXe,71258
-1,@thehill The ONLY remedy to cure global warming is to write checks to the UN?,3275
-1,@kylegriffin1 @MSNBC they can't tell how much snow is going to fall.... But yet you knuckleheads believe this global warming bullshit...,887506
-1,Well that was embarrassing. @BillNye A concensus of scientists on global warming isnt science its a group of people… https://t.co/aFRK5BskaY,705065
-1,@markellislive Yes climate change is real... it's only been around for millions of years... does anyone not see the… https://t.co/U2TYJbbSsW,821085
-1,@JuliaHB1 @JamesDelingpole The lies told to support the anthropological global warming scam are legendary. We will… https://t.co/GYEXPVLKKD,809220
-1,"RT @Miskonius84: And so 'anti-science', since it continues to show up and ruin those beautiful global warming theories. https://t.co/9nGJKy…",927790
-1,@rarmenta_ @POTUS @NWS This is normal. If we didn't have winter storm you'd be crying global warming,803989
-1,"RT @SteveSGoddard: In case I never mentioned it, catastrophic global warming is the biggest scam in science history - and is being run by c…",518410
-1,@ABC Who gives a crap if he used an alias? Man made climate change is the biggest hoax ever.,337514
-1,"RT @robbincanada: What's gonna be more important, Canada relation w/USA &amp; role in NATO or wasted tax payer climate change seat at UNSC.",34131
-1,RT @StefanMolyneux: Advocacy for big government climate change programs is often connected to personally financially benefitting from those…,628026
-1,RT @abdwj48: @davidakin liberal motto..spend spend spend spend spend...tax tax tax tax tax...climate change..khadr is our hero,965403
-1,RT @JudicialWatch: Obama admin officials may have mishandled scientific data to advance the political agenda of global warming https://t.c…,71448
-1,Many globalist world leaders are convinced climate change is humanity's greatest threat. To not agree would make yo… https://t.co/RJucHlfxyF,817733
-1,RT @JunkScience: Of course Al Gore announces a new global warming movie as the US gets an Arctic blast. #GoreEffect https://t.co/Gj3EKibjfp,647570
-1,"RT @JaredWyand: Steve Bannon means bye bye to the climate change scheme we're spending $22,000,000,000 a year on for 'research'

https://t.Ã¢â‚¬Â¦",395132
-1,RT @Marie35396768: @deeaniels @AllenWest An oceans rising climate change panicer who has a waterfront mansion,371102
-1,EPA faked biosludge safety data just like it faked global warming temperature data … Shocking... https://t.co/WvXb9eTHzX,534733
-1,"RT @ZebulonPike1813: @luisbaram Definitely caused by global warming. Quick, hand over all your money!",728250
-1,RT @TeamTrump: .@realDonaldTrump will cut taxes &amp; cancel billions in global warming payments to the UN so we can use that money toÃ¢â‚¬Â¦,4310
-1,RT @Lg4Lg: Al Gore confronts little girl who says climate change is bullshit! https://t.co/uyLDmbCjh8,842445
-1,RT @CounterMoonbat: I moved from the south to Minnesota. Different climate. I bought a big-ass coat. I adapted to climate change.,873175
-1,"RT @realDonaldTrump: It's freezing outside, where the hell is 'global warming'??",379636
-1,@LiamGeorge_ yeah but all that environmental budget that's been wasted on climate change can be spared now... 🙄,242232
-1,"RT @ARnews1936: Whistleblower admits scientists manipulated data, making global warming seem worse to help Obama https://t.co/AVQGdvHCNI #a…",607660
-1,RT @realDonaldTrump: The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.,387357
-1,RT @SenatorMRoberts: The most profound change we are going to witness is the unceremonious dumping of climate change scams under a Trump PrÃ¢â‚¬Â¦,73462
-1,RT @LamarSmithTX21: NOAA sr officials played fast &amp; loose w/data in order 2 meet politically predetermined conclusion on climate change htt…,583203
-1,RT @PolitixGal: TOP Dept of Energy scientist was fired because he failed to toe the climate change agenda pushed by Obama. https://t.co/uJI…,893967
-1,@LeahRBoss Dear Leftists. Your traditional working class base doesn't care about climate change. They dislike the Soros' of this world,848659
-1,RT @reedsprague: Big Al: working to get his slice of the twelve trillion dollars he &amp; others are demanding for fake global warming. https:/…,683162
-1,RT @sweetatertot2: In the 1970's the so called 'scientists' were telling us the earth would freeze over now it's global warming ��smh…,902924
-1,RT @tan123: Climate change skepticism from a leftist: 'fear mongering around climate change needs to stop' https://t.co/RlnogaX67U,87416
-1,World leaders duped by manipulated global warming data https://t.co/VvKAz718OW via @MailOnline,124606
-1,"Jina made up global warming, we hate them, they steal our jobs https://t.co/GCrtLSSbNs",117619
-1,"RT @mitchellvii: To reduce global warming, Democrats are planning a trip to the Sun to turn it down. As a safety precaution, they will lan…",942729
-1,"@YTICBT 
not saying ...no global warming
but REALLY QUESTION...
• MAN MADE",231673
-1,"RT @SaveLiberty1st: Moore, co-founder of Greenpeace, says humans are NOT to blame for global warming, &amp; 'no scientific proof' climate c… ",859620
-1,again with the climate change? ok. let's see the altered data. https://t.co/vQhwSFwePN,189216
-1,RT @CrazyinRussia: Russians haven't got time for you climate change shit. https://t.co/U8y0EX8sPc,433112
-1,@rootstak @vicenews Belief in man made climate change is the opposite of common sense. It's a fairy tale made up by… https://t.co/9rrPmWIgbl,862409
-1,RT @EWErickson: Science is political. So you can’t trust science. But trust all the climate change scientists you bigots. https://t.co/ig…,43126
-1,"RT @Joeydoughnuts75: @CharlieDaniels I would like to know if man made climate change exists, but there are no dinosaurs left to ask. The…",108142
-1,@tan123 @ScotClimate At least Leo finally admits what we've all known.... global warming is a giant financial scam.,806625
-1,"RT @FightNowAmerica: The majority of scientists who say climate change is man-made received millions for their so-called 'research'.

Tr…",836772
-1,"RT @RawhideClover: There is not enough data to prove global warming. The earth has cycles, they have been messing with the atmosphere… ",895649
-1,"Evidently some of you have never seen that algore's chart shows CO2 levels increase FOLLOWING global warming, rather than preceding it.",520688
-1,"Record-low 2016 Antarctic sea ice was due to a ‘perfect storm’ of tropical, polar conditions – not ‘climate change’ https://t.co/Ic7zrnYPrw",111551
-1,we've never met personally but i have witnessed you say that queers need to suck it up and that climate change does… https://t.co/TYseC0jY9L,196791
-1,"RT @DineshDSouza: .@FoxNews Once again, the bad guys are caught red handed cooking the data on climate change https://t.co/VsxDNNV01N",449511
-1,"Global warming, global cooling, climate change.... they all have the same goal.
https://t.co/uT0NSzTbEB",4662
-1,RT @KGBVeteran: WATCH: Crazed leftist verbally assaults Trump supporter on a plane.  Then goes on bizarre rant about climate change. https:…,876391
-1,"@StormhunterTWN @EK14MeV 

The beginning &amp; impetus behind global warming mvmt were little more than TV weatherman &amp; radical left wing groups",704432
-1,The earth had 'global warming' back around 800 A.D. Lasted about 500 years. Caused by prehistoric SUVs and power plants. I guess.,529406
-1,"@CNN Of course climate change is real, always has been. The dispute is only about human influence on it, which is most probably negligible.",367584
-1,The priority for most Africans is getting food into empty tummies. Everything else pales into insignificance. #STFU about climate change,517059
-1,"RT @JohnRiversX9: Exposed: How world leaders were duped into investing billions over manipulated global warming data 
https://t.co/q4NzEEN1…",126028
-1,@verge remember when you liberals called it global warming. And then the winters were the coldest ever so you called it climate change?,555623
-1,RT @SheriffClarke: Al Gore wasn't seeking common ground during 8 yrs of Obama. Was jamming global warming junk science down our throats htt…,782970
-1,RT @realDonaldTrump: They changed the name from “global warming” to “climate change” after the term global warming just wasn’t working (it…,320842
-1,Problem with climate change research is that there IS NONE. No experiments just conjecture https://t.co/IhhtNGkD7t,357879
-1,Because climate change isn't important. https://t.co/JchkcTGYJu,469814
-1,@brithume @aminterest I no since climate change is being debunked by conservatives only so sorry the liberal lunatics r going 2 have,524820
-1,@blixy84 global warming isn't real,371834
-1,@WMO 'extreme and unusual weather' trends FAKE NEWS. Just ask @EPA &amp; @EPAScottPruitt. SO-CALLED global warming BAD for profits &amp; #MAGA ����.,815374
-1,RT @brithume: Worth keeping these in mind amid the current doomsday predictions about climate change. https://t.co/JSjehB2BN7,626395
-1,"RT @randykjo: The fake news (CNN) is trying to blame all this rainfall for towards global warming now, incredible that they know more than…",846510
-1,"RT @SteveSGoddard: Dear #peoplesclimatemarch 
Is it OK to bring snowshoes and Arctic clothing to the Denver global warming protest tom…",661401
-1,"RT @hale_razor: When Russia hacks the Pentagon, Obama says the greatest threat is climate change. Make Donna Brazile look bad? War! https:/…",468365
-1,"@FoxNews these are climate change Thugs, not protesters! Big difference",158921
-1,@tHeMaVriKc @JensenPnj @nbstv and develop the economy. See da mess we are in.. It's not climate change. It's no change in spending habits.,720489
-1,@DRUDGE_REPORT Should we all extrapolate the 1918 rise to global warming,564674
-1,"@thehill Dear Anti-Semitic #UnitedNations,
If #CO2 causes 'climate change' then OUTLAW petroleum.… https://t.co/as31ari4A7",503508
-1,"@ThePatriot143 Hey @algore Is the $15 Trillion for 'global warming'
Or is it to refresh all the $$$ Clinton Foundat… https://t.co/ajutAs1GBP",250488
-1,RT @TeamTrump: .@realDonaldTrump will cut taxes &amp; cancel billions in global warming payments to the UN so we can use that money toÃ¢â‚¬Â¦,933595
-1,RT @BenWilhelm1230: Alt: Tens of thousands of gullible fools who think man-made climate change is a thing used fossil-fuel powered vehi…,582492
-1,@TuckerCarlson I know nothing about global warming... but I do know there was an 'Ice Age'. Did we do that too? We must be ASSHOLES!,324631
-1,And climate change was scientifically proven to be a mathematical error! https://t.co/4r57wt3LHa,414541
-1,I don't believe in climate change' https://t.co/Oh28ryMy8A,288794
-1,RT @Nappers824: Bill Nye blows gasket when a real scientist schools him on facts about ‘climate change’ - Hot news - YouTube https://t.co/K…,548852
-1,"RT @larryelder: Lefties, who reject oil company anti-global warming studies, embrace gov't health care studies that 'prove' the need for mo…",791078
-1,"RT @goddersbloom: Man made apocryphal climate change, is it the longest running State sponsored scientific scam in the history of man… ",310077
-1,RT @weknowwhatsbest: A whistleblower says the only global warming occurring in the last 12 years was caused by the Obama administration coo…,77894
-1,Nobel Laureate smashes the global warming hoax. https://t.co/MBTFq2bnJm,512076
-1,@JBlowhard Good. Becuase it's not happening anyway. Which is why they stopped using it. It's now climate change.,762882
-1,RT @TelcoJ: Bill Nye whines at CNN for having actual SCIENTIST on who doesn’t support climate change doctrine https://t.co/BabjrJ3XJ5,386299
-1,RT @realDonaldTrump: The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.,716471
-1,"RT @PrisonPlanet: If you don't believe in man-made climate change you're a 'white supremacist'.

FAKE NEWS. 🤗 https://t.co/0qrwiRDWQR",608084
-1,"RT @hvd713: It's not denial, it's FACT. Show me your scientific evidence that global warming is man made and I'll apologize for… ",232452
-1,"#NewVettingQuestions Do you now, or have you ever, believed that Chinese hoax global warming?",194904
-1,"RT @ritholtz: DOUBLEPLUSGOOD

Energy Department climate office bans use of phrase ‘climate change’ 
https://t.co/OIavuwsTED",3326
-1,@ScienceNews Sadly climate change is big hoax. So enjoy ur life.,739588
-1,"RT @AndyHortin: .@VP: 'For some reason, this issue of climate change has emerged as a paramount issue for the left. #MAGA�������� https://t.co/…",37083
-1,"RT @_Makada_: Liberals call anyone skeptical of their bullshit a 'denier.' Man made climate change is a HOAX. CO2 is NOT poison.

#IAmAClim…",717932
-1,"RT @foxandfriends: .@guypbenson Regardless of your thoughts on climate change policy, alarmist rhetoric like 'Trump helped hurry our e…",481262
-1,"The Weather Channel video uses young kids to promote 'global warming' fears - 'Dear Mom &amp; Dad, climate change...' https://t.co/Lbopm9sG0T",50256
-1,.@RogerPielkeJr: My unhappy life as a climate heretic https://t.co/8hMtu5TjaB via @WSJ // Is global warming science? Or ideology? Read...,70377
-1,"RT @SteveSGoddard: 1934 was the hottest year on record in the US. That didn't suit the global warming agenda, so @NASA erased the heat…",925076
-1,@erstlecocq We have no control over climate change. The climate is changed by the sun. We have control over pollution; know the difference.,231363
-1,RT @USFreedomArmy: Now we know the real reason for the climate change hysteria. Enlist with us at https://t.co/oSPeY3QMpH. Join our pa…,793233
-1,@NBCNightlyNews @ritaloooc69 There is no climate change,676035
-1,@SenSanders No proof for climate change .,428511
-1,"@MMFlint Good. Man-made climate change is horseshit. It's all about money &amp; control, always has been. #SnakeOilSales",255103
-1,RT @SteveSGoddard: The global warming is bad in Vermont on the first day of Spring https://t.co/EUSii18KPr,755424
-1,@KlayBuckShotz climate change ain't nothin 🤐🤐,971789
-1,"@marklevinshow @FranMFarber @CR A scam ideology just like 'climate change.'Its A Con, Power&amp;Corruption byCorruption&amp;Power is their end game!",948375
-1,"RT @Martin_Durkin: Wonderful Trump appoints the charming, clever, sane Myron Ebell to take on the global warming charlatans. Hurrah!!! httpÃ¢â‚¬Â¦",577342
-1,"@thehill global warming, climate change, they change the name to fit the agenda, total bullshit.",563806
-1,David the only climate change going around is massive corruption oppression and tyranny Melt the Artic🔥 then The hell with it,757513
-1,"RT @GMBnumba2: Obama could've spent the $678mil that he spent on climate change models, on things like helping inner city communities.",629228
-1,"RT @BittrScrptReadr: On a day of total humanitarian horror, Bernie Sanders is tweeting about... climate change and Wall Street.

Hootie has…",725893
-1,"@X_USAF_E7 @SenSanders @MatthewModine When it's cold, it's global warming. When it's hot, it's global warming. #liars",748190
-1,"RT @AdolfBiden: Dumbass liberals claim to believe 'climate change' is going to cause the seas to rise, yet they all own beach houseÃ¢â‚¬Â¦",724815
-1,"RT @MarkYoungTruth: Wow, now Hillary is blaming the DNC? It's only a matter of time before she blames global warming and Bigfoot. Dems…",936998
-1,"RT @SteveSGoddard: If you can read this post and still be a believer in the global warming scam, then you are an idiot.…",628024
-1,"INCONVENIENT DATA?  Whistle blower says NOAA scientist cooked climate change books, if you know what i mean",514627
-1,"The thing is that I'm not going to deny climate change, but I will ask if we are to blame for climate change.",530853
-1,RT @sdmeaney: @DailyCaller The Don &amp; Vlad skipping out on the climate change meeting to talk about ISIS and other more important issues,754740
-1,"Think most people agree global warming is a problem, however not a man made one. Mans contribution only a single vo… https://t.co/dVeBmFVIri",415640
-1,RT @jr7jc: At least 5 ice ages were ended by global warming when no humans or SUVs were present to cause global warming…,700077
-1,"RT @SteveSGoddard: Sad news : The #fakenews @guardian says global warming killed us all two years ago.
https://t.co/cCM8rELMn0 https://t.co…",238062
-1,RT @CStamper_: Dems' 2018 strategy: promise people they'll solve climate change by making everyone poor. Sounds like a real winner. https:/…,2566
-1,@MarieAnnUK @MisterCS @AlwaysDonella watch my pinned tweet. Educate yourself. Catastrophic global warming theory is mince.,103547
-1,@Reince @POTUS Will President Trump be able to destroy the global warming myth &amp; make the whole world great again?,932153
-1,RT @brobert545: @AnnCoulter #MichaelCreighton addressed #environmental zealots. They have replaced religion with #climate change https://t.…,330798
-1,RT @PrisonPlanet: A bunch of Oxford elitists want to tax the food of poor people because 'climate change'. How about fuck off instead? httpÃ¢â‚¬Â¦,326395
-1,RT @AnnCoulter: New study: Whole galaxies nearby are dying off.  So global warming a lot worse than we thought!,835074
-1,"RT @LarrySchweikart: Bravo Rick Perry, who told Energy Dep. not to use 'climate change' or 'Paris Agreement' in memos!",829992
-1,Less show him we are all for getting rid of all global warming expenditures !!🇺🇸 https://t.co/DLSy0d0oUH,266711
-1,"RT @realDonaldTrump: It's freezing outside, where the hell is 'global warming'??",254824
-1,RT @OurHiddenHistry: Bill Nye the Policeman Guy is going to lock you up for thinking something about global warming. Sez Newsmax. https://t…,250008
-1,"RT @tylerabbett3: @jacobahernz it's climate change, which is nature doing its thing, it's not global warming lmao",890176
-1,"Gore's climate change followers send a clear message to Trump, and that message is: 'There aren't very many of us.' https://t.co/wIoq01FEAt",427662
-1,RT @ClimateNewsCA: HALF of #Arctic ice loss is driven by natural swings and not man made global warming https://t.co/ShBHi1EIrp Cc: @Earthf…,237308
-1,RT @CarmineZozzora: 1970's coming ice age scam caused global warming which caused climate change which caused the climate disruption th…,167232
-1,"RT @T_S_P_O_O_K_Y: Why would a political scientist, Noam Chomsky, speak out on global warming - because it's political, not scientific httÃ¢â‚¬Â¦",95774
-1,"@cnnbrk Al Gore is a scam artist, I sure hope Trump can bury this climate change nonsense once and for all.",146441
-1,Spys saved the day in that charade. It's actually a reminder that global warming isn't the biggest threat to the existence of mankind.,308396
-1,#BillNye Grade school science guy spreading lie of climate change #CNN donna doesn't match truth does… https://t.co/zi4lfot0ru,84006
-1,"RT @os4185: Whistleblower admits scientists manipulated data, making global warming seem worse to help Obama https://t.co/9pq2rljf5f",889620
-1,RT @WSCP2: Another global warming argument bites the dust: No Increase in Global Drought Over Past 30 Yrs: https://t.co/jBdObhn5HO #ClimateÃ¢â‚¬Â¦,881575
-1,@BernieSanders Don't fund global warming stupidity . Put your money in for that dumb crap .,308437
-1,"Sailing expedition to North Pole to document climate change
CANCELLED
due to 'solid pack ice'",354709
-1,"RT @ClimateRealists: Three Cheers: New global warming study is terrible news for alarmists, good news for plants, animals and people https:…",258825
-1,@KHOUBlake11 @jcdrex @FoxNews @CNN @weatherchannel @GaughanSurfing 500 Year floods. No climate change back then. Pe… https://t.co/3jfYCDOLwQ,840230
-1,"RT @peddoc63: Males XY
Females XX
Abortions are human fetuses.
Manmade global warming has not been proven. 
Now, Do you believe i…",857786
-1,RT @PatriotMomNDJ: Mayor of disappearing island faces Al Gore and shuts down global warming claim: https://t.co/wF8y0NcFHE,460887
-1,"RT @hale_razor: Each ISIS attack now is a reaction to Trump policies, but all ISIS attacks during Obama's term were due to climate change &amp;…",750425
-1,"@TaylorCarson5 @CNN Yep, as long as they keep 'researching' climate change, they keep receiving billions of dollars. Why give up the racket?",319311
-1,"RT @meyers000111: Finally, Paris climate change agreement designed by crooks- #Trump is not buying this crap https://t.co/vQc8E2Lt6P",406366
-1,@greenhousenyt @TCPalmEKiller @NickKristof and climate change hasn't killed any1. If past predicted future we'd all be rich in stocks,339251
-1,RT @1markconway: CO2 is not a driver of global warming &amp; the globe is not warming. What else do you need to know? The money is what. https:…,705224
-1,"RT @LarrySchweikart: Under Trump, EPA to fix Flint's water supply instead of farting around with non-existent 'climate change.' 

Real poli…",286390
-1,Because we have actual evidence the Earth isn't flat. There is NO evidence man made climate change is real. https://t.co/J64fDNdCUZ,78233
-1,"New study is disastrous news for fracking opponents, global warming alarmists' https://t.co/4qoPZ18fTn",835169
-1,"RT @Dwarfclone: @DocThompsonShow #WhatILearnedToday

How can there be 'global warming' when college campuses are so overrun with 'snowflakeÃ¢â‚¬Â¦",701646
-1,"RT @SpeakeasyJames: Tell that to the zealots of climate change here in Ontario. Huge waste of borrowed money x3 elec costs.
Brutal https://…",658746
-1,"RT @WalshFreedom: Trump picks someone to head up the EPA who has the nerve to question the veracity of global warming.

That's just awesome…",607528
-1,@PaulineHansonOz @SenatorMRoberts the cost of climate change is minimal compared to your attacks on working pols wages and conditions,959360
-1,"RT @jeffswarens: Nope. 

Climate change is real and naturally occuring.

Man made climate change is a joke. https://t.co/jqOIQVqXzq",155015
-1,RT @RyanMaue: Those people losing sleep due to climate change are murdering each other at night. Crime skyrockets. https://t.co/1h2DWEvAhW,332870
-1,RT @seanhannity: NEXT Bill Cunningham and @MonicaCrowley weigh in on the left and media talking about “fake news” and climate change  #Hann…,654318
-1,RT @worldnetdaily: Sorry global warming liars... Arctic sea ice today is about the same thickness as it was 75 years ago. https://t.co/Br60…,857394
-1,"RT @Dork_Power: #IfOnlyTheEarthCouldSpeak, it would tell everyone climate change has been occurring since Earth: Day 1.",674799
-1,"RT @SteveSGoddard: If you follow me on twitter and read my blog, you know that catastrophic global warming is the biggest scam in science h…",512616
-1,RT @1RossGittins: Climate change? What climate change? https://t.co/6bBowIUxaQ #climatechange #ausecon #ausbiz #auspol,421349
-1,RT @DineshDSouza: The Democrats--with time on their hands--are working on some amazing ideas to end climate change on Mars https://t.co/O20…,595020
-1,@curryja @ClimateRealists @indiatimes Don't you know climate change causes everything including acne. Biggest scam ever.,16867
-1,@stevetelfer @GigaLiving @JamesDelingpole @PaddyBriggs can't wait to see BBC in emotional meltdown when he tears climate change treaties up!,320543
-1,@missLtoe @adtea @HuffPostGreen I thought global warming would kill all PB https://t.co/13XTbseitW,770008
-1,RT @JunkScience: We don't 'believe' in gravity. It is a predictable force.... in contrast to climate change which is not predictable…,598836
-1,RT @theblaze: Liberals have epic meltdown after NYT columnist suggests science behind climate change isn’t certain…,922544
-1,"RT @2ANow: The Science Is Settled LIARS
World leaders duped by manipulated global warming data https://t.co/zbjkwtyl4O via… ",934068
-1,"For all those climate change fanatics, you have lost all credibility. https://t.co/lDGIu2z1Uq",141059
-1,There has been no statistically significant global warming in about 17 years. #climate,8864
-1,RT @Stevenwhirsch99: Remember when Al Gore predicted the ice caps would melt by 2014? Man has nothing to do with climate change. It's a…,700453
-1,RT @derekahunter: Now they make 100 year predictions of doom &amp; gloom for climate change because no one will be around to call BS when it do…,209291
-1,RT @paulbenedict7: @Rubysayzz @theblaze People believing global warming &amp; Darwin will believe anything. Sad when an enemy makes more s…,570157
-1,"Man Made Global Warming is a lie, just like talking animals. 'Meltdown' is about global warming, but that's shit and ignored, like StarTrekV",210025
-1,RT @ChrisIsTheSaint: @SupaBudda @xKidxGuccix Cause climate change is just as retarded as his 'music'... 'Yeah' *Uzi's gay ass voice*,162306
-1,"RT @mmccdenier: Trump has the shovel now, and it's time to bury the pseudoscience of climate change... https://t.co/B9IYEAvxlW",610096
-1,"RT @BienMart: Turnbul is not a scientist, worse, he believe scientist who are paid to lie about 'global warming' it is good for b…",552015
-1,"RT @SteveSGoddard: Nobody personally sees any evidence of climate change. When the funding is cut off, the scam dies. https://t.co/wy6wz0SB…",310440
-1,"RT @realDonaldTrump: It's freezing outside, where the hell is 'global warming'??",159420
-1,@KamalaHarris climate change is fraud - earths climate has changed 1000 times in last million years without range rovers,564079
-1,"@desmoinesdem @JoelAschbrenner Um, since it's a 500 year flood, was there man made climate change 500 years ago too? @channingdutton",285882
-1,"RT @GOPBullhorn: Obama blames ISIS on climate change, guns &amp; George Bush.

If we could all just follow his model in Chicago....

#ObamaLega…",618121
-1,RT @RedHotSquirrel: I believe that man-made global warming is a devious money-making scam designed to feather the nests of the rich at the…,912276
-1,RT ltoddwood '50BlueStates no that is not true...the 4 did not get their sign off...its a lie...just like climate change...why they don't w…,630854
-1,RT @SteveSGoddard: Warm days are climate. Cold days are caused by climate change.,867481
-1,"RT @JoshNoneYaBiz: Last I checked climate change wasn't running people over with trucks, shooting up nightclubs, or raping the women of Eur…",401584
-1,"RT @bfraser747: 🇺🇸🇺🇸 #AmericaFirst 

'It's crazy to think that climate change takes priority over terror.' ~ @greggutfeld… ",109875
-1,RT @MousseauJim: Record breaking STUPIDITY makes you a Green Party Leader. We all know climate change is a scam. Give it up morons. https:/…,408906
-1,"@TuckerCarlson Tucker global warming its June 1st and its 55 degrees! This climate change is a scam! Obama,Clintons… https://t.co/2vFpnMTXxt",309836
-1,@SaucyLilHeather #ooc he's a climate change advocate? What a tool ��,349514
-1,RT @1u4m4: Murdoch 'climate change' sons along w moslem major stockholder are destroying FoxNews. Maybe our new place:…,634542
-1,@Slate I am so happy he is not going to cater to the climate change alarmists.,247570
-1,"RT @MORE2CENTS: @DCTFTW @cathmckenna Yeah Cathy, Did my SUV cause this ? MANN-MADE-UP global warming is a scam",767000
-1,@robstead @res1mp7q @BrexitCentral Oh give me a break 'tackle climate change' is just code for wealth redistribution to corrupt 3rd world,593224
-1,RT @KTHopkins: Pruitt is not a climate change denier. He is a brave acceptor that climate change is a naturally recurring process. #PruittS…,380104
-1,RT @lukesilka: @Besnaz climate change is a hoax! Anways what would a hurricane have to do with it?,642261
-1,RT @CounterMoonbat: The people who predicted parts of Manhattan would be underwater by 2008 due to climate change are concerned about 'fakeÃ¢â‚¬Â¦,363784
